Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
United States of America,Vegetables,Online,M,9/17/2014,712065398,10/22/2014,4830,154.06,90.93,744109.80,439191.90,304917.90
Canada,Household,Online,L,4/29/2014,231883466,6/11/2014,8325,668.27,502.54,5563347.75,4183645.50,1379702.25
Greenland,Cosmetics,Online,M,6/11/2016,232039248,7/23/2016,4425,437.20,263.33,1934610.00,1165235.25,769374.75
Canada,Meat,Online,C,1/30/2014,293863523,3/8/2014,9601,421.89,364.69,4050565.89,3501388.69,549177.20
United States of America,Clothes,Offline,L,12/24/2011,961928832,1/7/2012,4972,109.28,35.84,543340.16,178196.48,365143.68
Mexico,Office Supplies,Offline,H,7/22/2011,351588523,9/3/2011,1712,651.21,524.96,1114871.52,898731.52,216140.00
United States of America,Meat,Offline,M,5/17/2013,821156632,5/20/2013,7350,421.89,364.69,3100891.50,2680471.50,420420.00
Greenland,Fruits,Online,C,9/9/2012,700381267,9/18/2012,7236,9.33,6.92,67511.88,50073.12,17438.76
Canada,Household,Online,C,11/18/2016,718559777,12/17/2016,6661,668.27,502.54,4451346.47,3347418.94,1103927.53
United States of America,Household,Online,M,10/13/2013,237452590,12/1/2013,6353,668.27,502.54,4245519.31,3192636.62,1052882.69
United States of America,Clothes,Online,M,4/24/2013,456029880,4/27/2013,8230,109.28,35.84,899374.40,294963.20,604411.20
Greenland,Vegetables,Offline,H,1/24/2013,362270152,3/15/2013,2643,154.06,90.93,407180.58,240327.99,166852.59
Canada,Meat,Offline,L,9/7/2011,926102244,10/21/2011,3089,421.89,364.69,1303218.21,1126527.41,176690.80
United States of America,Baby Food,Offline,L,11/11/2016,291878688,12/29/2016,2245,255.28,159.42,573103.60,357897.90,215205.70
Canada,Vegetables,Offline,M,2/14/2014,951891791,3/26/2014,4789,154.06,90.93,737793.34,435463.77,302329.57
Canada,Cosmetics,Offline,M,7/25/2016,387114274,8/2/2016,4571,437.20,263.33,1998441.20,1203681.43,794759.77
United States of America,Clothes,Offline,H,5/31/2013,338116967,6/12/2013,5179,109.28,35.84,565961.12,185615.36,380345.76
Canada,Vegetables,Offline,H,2/15/2016,360098636,3/4/2016,43,154.06,90.93,6624.58,3909.99,2714.59
Greenland,Fruits,Online,L,8/28/2014,944748103,9/7/2014,813,9.33,6.92,7585.29,5625.96,1959.33
Mexico,Baby Food,Online,L,9/3/2014,295105063,9/29/2014,7001,255.28,159.42,1787215.28,1116099.42,671115.86
United States of America,Cereal,Online,C,3/21/2013,558554208,5/10/2013,7457,205.70,117.11,1533904.90,873289.27,660615.63
Canada,Cosmetics,Online,C,8/12/2011,469979512,9/6/2011,6237,437.20,263.33,2726816.40,1642389.21,1084427.19
United States of America,Personal Care,Online,H,11/11/2015,895397603,12/12/2015,6903,81.73,56.67,564182.19,391193.01,172989.18
Mexico,Personal Care,Online,M,2/24/2014,727355277,3/9/2014,9445,81.73,56.67,771939.85,535248.15,236691.70
United States of America,Snacks,Offline,H,1/14/2011,280646455,2/5/2011,8377,152.58,97.44,1278162.66,816254.88,461907.78
Canada,Personal Care,Offline,H,3/6/2011,490272462,4/19/2011,1371,81.73,56.67,112051.83,77694.57,34357.26
Canada,Fruits,Online,L,9/19/2011,264691817,10/1/2011,7046,9.33,6.92,65739.18,48758.32,16980.86
Mexico,Beverages,Online,L,4/20/2014,855274331,5/27/2014,3536,47.45,31.79,167783.20,112409.44,55373.76
Canada,Baby Food,Offline,L,11/20/2012,986757504,12/17/2012,2328,255.28,159.42,594291.84,371129.76,223162.08
Greenland,Household,Online,H,4/5/2012,942732369,5/4/2012,4313,668.27,502.54,2882248.51,2167455.02,714793.49
Mexico,Cosmetics,Online,C,12/7/2011,782415235,12/8/2011,2910,437.20,263.33,1272252.00,766290.30,505961.70
Canada,Cereal,Offline,M,8/31/2014,948369300,9/9/2014,2406,205.70,117.11,494914.20,281766.66,213147.54
United States of America,Fruits,Online,L,12/8/2016,157434356,1/15/2017,7179,9.33,6.92,66980.07,49678.68,17301.39
United States of America,Snacks,Online,C,4/29/2014,190242707,5/6/2014,5900,152.58,97.44,900222.00,574896.00,325326.00
Canada,Snacks,Online,M,12/25/2015,851045453,2/2/2016,2117,152.58,97.44,323011.86,206280.48,116731.38
Canada,Vegetables,Online,L,12/14/2014,406970775,1/5/2015,551,154.06,90.93,84887.06,50102.43,34784.63
Canada,Beverages,Offline,L,2/1/2015,899777543,2/26/2015,3025,47.45,31.79,143536.25,96164.75,47371.50
Canada,Personal Care,Online,C,1/2/2012,535918509,1/6/2012,9051,81.73,56.67,739738.23,512920.17,226818.06
Greenland,Beverages,Online,M,5/9/2016,290876185,6/6/2016,5582,47.45,31.79,264865.90,177451.78,87414.12
Canada,Meat,Online,C,8/31/2015,344850385,9/26/2015,7747,421.89,364.69,3268381.83,2825253.43,443128.40
United States of America,Office Supplies,Online,C,11/22/2016,177347934,12/26/2016,50,651.21,524.96,32560.50,26248.00,6312.50
United States of America,Fruits,Offline,H,3/17/2017,924610936,4/27/2017,1778,9.33,6.92,16588.74,12303.76,4284.98
United States of America,Baby Food,Offline,H,5/12/2016,165481841,5/31/2016,8609,255.28,159.42,2197705.52,1372446.78,825258.74
United States of America,Household,Online,C,9/23/2014,831360185,10/12/2014,6808,668.27,502.54,4549582.16,3421292.32,1128289.84
Canada,Household,Offline,C,7/16/2013,472135579,7/25/2013,4265,668.27,502.54,2850171.55,2143333.10,706838.45
Greenland,Fruits,Offline,L,3/11/2012,796042573,4/12/2012,5542,9.33,6.92,51706.86,38350.64,13356.22
United States of America,Meat,Offline,H,9/15/2013,962463986,10/22/2013,3337,421.89,364.69,1407846.93,1216970.53,190876.40
Mexico,Meat,Offline,C,9/11/2011,210140836,9/17/2011,4198,421.89,364.69,1771094.22,1530968.62,240125.60
United States of America,Cereal,Online,L,2/18/2015,750848424,3/12/2015,1589,205.70,117.11,326857.30,186087.79,140769.51
Mexico,Fruits,Offline,C,7/18/2010,926808631,7/29/2010,2124,9.33,6.92,19816.92,14698.08,5118.84
Greenland,Cereal,Online,H,6/23/2012,888898503,7/27/2012,3675,205.70,117.11,755947.50,430379.25,325568.25
United States of America,Personal Care,Online,H,10/4/2012,674368131,11/12/2012,9371,81.73,56.67,765891.83,531054.57,234837.26
Canada,Clothes,Online,C,10/9/2014,921452367,11/15/2014,7087,109.28,35.84,774467.36,253998.08,520469.28
Canada,Office Supplies,Online,M,9/24/2011,843491494,11/7/2011,6732,651.21,524.96,4383945.72,3534030.72,849915.00
Mexico,Snacks,Online,C,2/4/2015,246513307,3/19/2015,7620,152.58,97.44,1162659.60,742492.80,420166.80
Canada,Vegetables,Online,M,5/31/2011,555733382,7/3/2011,2712,154.06,90.93,417810.72,246602.16,171208.56
Greenland,Personal Care,Online,M,6/14/2015,467049252,8/1/2015,9108,81.73,56.67,744396.84,516150.36,228246.48
United States of America,Office Supplies,Offline,M,8/18/2010,361158215,9/6/2010,3597,651.21,524.96,2342402.37,1888281.12,454121.25
Greenland,Personal Care,Offline,M,6/4/2013,848551642,6/20/2013,4143,81.73,56.67,338607.39,234783.81,103823.58
United States of America,Personal Care,Online,M,6/12/2012,521293389,6/20/2012,1153,81.73,56.67,94234.69,65340.51,28894.18
Mexico,Meat,Offline,C,11/7/2010,988887393,11/29/2010,2610,421.89,364.69,1101132.90,951840.90,149292.00
Canada,Cereal,Offline,H,6/16/2017,338382184,7/7/2017,3663,205.70,117.11,753479.10,428973.93,324505.17
United States of America,Clothes,Online,M,9/24/2011,405043017,10/8/2011,85,109.28,35.84,9288.80,3046.40,6242.40
Canada,Personal Care,Online,M,2/7/2012,195947444,2/19/2012,4058,81.73,56.67,331660.34,229966.86,101693.48
Greenland,Clothes,Online,C,8/20/2014,690769946,10/6/2014,3032,109.28,35.84,331336.96,108666.88,222670.08
Greenland,Meat,Offline,C,2/6/2014,369470918,2/16/2014,3510,421.89,364.69,1480833.90,1280061.90,200772.00
United States of America,Clothes,Online,L,2/1/2013,418867766,3/2/2013,1135,109.28,35.84,124032.80,40678.40,83354.40
United States of America,Vegetables,Offline,C,9/10/2010,944721925,10/1/2010,3066,154.06,90.93,472347.96,278791.38,193556.58
United States of America,Personal Care,Online,M,12/27/2015,372530782,2/13/2016,8992,81.73,56.67,734916.16,509576.64,225339.52
Mexico,Fruits,Online,M,12/10/2015,411454141,1/17/2016,7278,9.33,6.92,67903.74,50363.76,17539.98
Canada,Household,Offline,L,5/25/2010,865207946,7/5/2010,3113,668.27,502.54,2080324.51,1564407.02,515917.49
Greenland,Personal Care,Online,C,2/12/2013,917535054,3/21/2013,7867,81.73,56.67,642969.91,445822.89,197147.02
Mexico,Meat,Offline,L,1/1/2011,985744273,1/15/2011,2491,421.89,364.69,1050927.99,908442.79,142485.20
Greenland,Personal Care,Online,C,4/19/2014,502154004,4/23/2014,7384,81.73,56.67,603494.32,418451.28,185043.04
United States of America,Personal Care,Offline,M,11/25/2012,139733922,12/3/2012,9228,81.73,56.67,754204.44,522950.76,231253.68
Greenland,Snacks,Offline,M,3/31/2010,496220958,4/22/2010,1663,152.58,97.44,253740.54,162042.72,91697.82
Canada,Meat,Offline,M,2/9/2010,419231688,2/15/2010,8828,421.89,364.69,3724444.92,3219483.32,504961.60
United States of America,Snacks,Online,M,7/25/2014,980954062,7/29/2014,4961,152.58,97.44,756949.38,483399.84,273549.54
United States of America,Cereal,Online,M,2/2/2013,771988093,2/13/2013,7287,205.70,117.11,1498935.90,853380.57,645555.33
United States of America,Vegetables,Online,L,9/9/2016,722606694,10/18/2016,4234,154.06,90.93,652290.04,384997.62,267292.42
Mexico,Household,Offline,C,7/3/2012,992804706,7/26/2012,1830,668.27,502.54,1222934.10,919648.20,303285.90
Mexico,Baby Food,Offline,L,2/22/2014,548984515,3/17/2014,5573,255.28,159.42,1422675.44,888447.66,534227.78
Greenland,Office Supplies,Offline,L,9/1/2012,315340936,9/14/2012,5245,651.21,524.96,3415596.45,2753415.20,662181.25
United States of America,Household,Online,C,9/9/2013,514726483,10/16/2013,7860,668.27,502.54,5252602.20,3949964.40,1302637.80
Mexico,Office Supplies,Online,H,12/18/2012,195427739,1/23/2013,266,651.21,524.96,173221.86,139639.36,33582.50
Mexico,Baby Food,Online,C,1/21/2013,402336347,2/1/2013,9121,255.28,159.42,2328408.88,1454069.82,874339.06
United States of America,Cereal,Online,M,10/29/2013,789096295,12/5/2013,9984,205.70,117.11,2053708.80,1169226.24,884482.56
Greenland,Cosmetics,Online,H,6/10/2015,569812619,6/24/2015,9071,437.20,263.33,3965841.20,2388666.43,1577174.77
Greenland,Office Supplies,Offline,H,10/10/2014,505634868,10/10/2014,7449,651.21,524.96,4850863.29,3910427.04,940436.25
United States of America,Baby Food,Online,L,4/21/2013,452408683,4/26/2013,6638,255.28,159.42,1694548.64,1058229.96,636318.68
United States of America,Clothes,Online,C,1/25/2015,516783845,1/29/2015,6679,109.28,35.84,729881.12,239375.36,490505.76
Greenland,Office Supplies,Online,C,6/5/2012,289946210,7/12/2012,382,651.21,524.96,248762.22,200534.72,48227.50
Canada,Cosmetics,Offline,L,9/10/2016,701550281,10/1/2016,3173,437.20,263.33,1387235.60,835546.09,551689.51
United States of America,Snacks,Offline,C,4/7/2016,902260625,4/11/2016,7824,152.58,97.44,1193785.92,762370.56,431415.36
Mexico,Snacks,Online,M,4/5/2014,656750953,5/5/2014,6056,152.58,97.44,924024.48,590096.64,333927.84
Greenland,Beverages,Offline,M,4/27/2011,789319884,5/8/2011,6149,47.45,31.79,291770.05,195476.71,96293.34
Canada,Office Supplies,Offline,C,2/21/2011,601182019,3/2/2011,1974,651.21,524.96,1285488.54,1036271.04,249217.50
Mexico,Cosmetics,Online,H,12/25/2014,951372087,1/8/2015,997,437.20,263.33,435888.40,262540.01,173348.39
Mexico,Vegetables,Offline,C,11/16/2014,475096738,12/15/2014,537,154.06,90.93,82730.22,48829.41,33900.81
United States of America,Snacks,Offline,L,12/24/2011,874554049,2/6/2012,8833,152.58,97.44,1347739.14,860687.52,487051.62
United States of America,Office Supplies,Online,L,12/8/2014,377097404,1/11/2015,356,651.21,524.96,231830.76,186885.76,44945.00
Mexico,Snacks,Online,M,7/10/2013,639642751,7/14/2013,3359,152.58,97.44,512516.22,327300.96,185215.26
Mexico,Personal Care,Online,M,2/4/2014,675282657,3/10/2014,9999,81.73,56.67,817218.27,566643.33,250574.94
Greenland,Personal Care,Online,M,12/18/2011,952639806,1/31/2012,6143,81.73,56.67,502067.39,348123.81,153943.58
Canada,Baby Food,Offline,C,6/20/2011,476743829,7/21/2011,7948,255.28,159.42,2028965.44,1267070.16,761895.28
Canada,Meat,Online,M,9/24/2011,756116712,10/16/2011,592,421.89,364.69,249758.88,215896.48,33862.40
Mexico,Household,Online,M,11/24/2011,762262618,12/30/2011,9303,668.27,502.54,6216915.81,4675129.62,1541786.19
Mexico,Beverages,Offline,L,5/20/2016,747902715,7/8/2016,9888,47.45,31.79,469185.60,314339.52,154846.08
Mexico,Beverages,Offline,M,7/3/2013,564035356,8/3/2013,9451,47.45,31.79,448449.95,300447.29,148002.66
Canada,Personal Care,Offline,M,7/6/2013,939786660,7/11/2013,2612,81.73,56.67,213478.76,148022.04,65456.72
Greenland,Beverages,Offline,M,2/23/2012,834965932,3/15/2012,3829,47.45,31.79,181686.05,121723.91,59962.14
Greenland,Snacks,Offline,H,3/24/2017,253911483,5/1/2017,6905,152.58,97.44,1053564.90,672823.20,380741.70
United States of America,Personal Care,Online,H,2/18/2015,707161033,3/1/2015,3519,81.73,56.67,287607.87,199421.73,88186.14
United States of America,Cosmetics,Online,M,12/12/2012,604002845,1/7/2013,6719,437.20,263.33,2937546.80,1769314.27,1168232.53
Greenland,Beverages,Offline,C,8/29/2016,221892774,9/5/2016,1858,47.45,31.79,88162.10,59065.82,29096.28
Canada,Clothes,Online,M,4/9/2010,400699985,4/11/2010,4885,109.28,35.84,533832.80,175078.40,358754.40
United States of America,Baby Food,Offline,H,11/10/2013,630878150,11/23/2013,9719,255.28,159.42,2481066.32,1549402.98,931663.34
United States of America,Cereal,Offline,M,4/24/2011,588318145,5/22/2011,5268,205.70,117.11,1083627.60,616935.48,466692.12
United States of America,Cosmetics,Offline,M,8/31/2016,599690711,9/6/2016,663,437.20,263.33,289863.60,174587.79,115275.81
United States of America,Cereal,Offline,H,12/30/2016,828372848,1/9/2017,2789,205.70,117.11,573697.30,326619.79,247077.51
United States of America,Cereal,Offline,M,6/21/2015,214213931,6/27/2015,9517,205.70,117.11,1957646.90,1114535.87,843111.03
United States of America,Household,Offline,M,10/2/2014,451083886,11/16/2014,4601,668.27,502.54,3074710.27,2312186.54,762523.73
Canada,Fruits,Online,H,2/24/2010,486692893,3/27/2010,2097,9.33,6.92,19565.01,14511.24,5053.77
Greenland,Snacks,Offline,L,11/22/2013,451603591,12/12/2013,8393,152.58,97.44,1280603.94,817813.92,462790.02
United States of America,Vegetables,Online,H,9/1/2012,733205068,9/25/2012,528,154.06,90.93,81343.68,48011.04,33332.64
United States of America,Fruits,Offline,H,7/24/2013,969228303,9/5/2013,5048,9.33,6.92,47097.84,34932.16,12165.68
Canada,Meat,Online,M,6/19/2015,605353820,7/15/2015,6502,421.89,364.69,2743128.78,2371214.38,371914.40
United States of America,Office Supplies,Online,M,1/2/2016,535512959,2/13/2016,9040,651.21,524.96,5886938.40,4745638.40,1141300.00
Greenland,Baby Food,Online,L,7/2/2016,593544805,8/15/2016,1952,255.28,159.42,498306.56,311187.84,187118.72
Mexico,Household,Online,H,7/5/2016,709218394,8/3/2016,2338,668.27,502.54,1562415.26,1174938.52,387476.74
Mexico,Beverages,Online,M,4/14/2015,835080087,5/19/2015,7610,47.45,31.79,361094.50,241921.90,119172.60
Canada,Cereal,Offline,C,2/6/2017,577351129,2/19/2017,9884,205.70,117.11,2033138.80,1157515.24,875623.56
United States of America,Snacks,Online,H,5/5/2013,210436952,5/13/2013,1825,152.58,97.44,278458.50,177828.00,100630.50
Greenland,Snacks,Online,L,8/27/2016,987209403,9/24/2016,6055,152.58,97.44,923871.90,589999.20,333872.70
United States of America,Clothes,Online,L,7/4/2016,115030133,7/6/2016,8827,109.28,35.84,964614.56,316359.68,648254.88
Mexico,Personal Care,Online,C,4/11/2012,820959222,4/29/2012,8932,81.73,56.67,730012.36,506176.44,223835.92
Mexico,Personal Care,Online,H,8/21/2014,187577664,9/30/2014,7254,81.73,56.67,592869.42,411084.18,181785.24
United States of America,Fruits,Offline,L,11/7/2013,912012279,11/26/2013,3555,9.33,6.92,33168.15,24600.60,8567.55
Greenland,Clothes,Online,M,1/29/2010,205319726,2/2/2010,7524,109.28,35.84,822222.72,269660.16,552562.56
Mexico,Clothes,Online,L,6/13/2011,378505456,6/28/2011,7031,109.28,35.84,768347.68,251991.04,516356.64
Greenland,Vegetables,Online,L,4/27/2013,241214120,6/16/2013,9473,154.06,90.93,1459410.38,861379.89,598030.49
Canada,Snacks,Online,H,10/14/2016,686400735,11/29/2016,86,152.58,97.44,13121.88,8379.84,4742.04
Canada,Cosmetics,Offline,M,8/14/2016,439186894,9/21/2016,4017,437.20,263.33,1756232.40,1057796.61,698435.79
United States of America,Snacks,Online,H,7/27/2012,216863524,8/23/2012,3591,152.58,97.44,547914.78,349907.04,198007.74
Canada,Household,Online,M,3/1/2010,383929526,3/16/2010,2133,668.27,502.54,1425419.91,1071917.82,353502.09
Canada,Meat,Online,C,6/10/2011,900707519,6/26/2011,8225,421.89,364.69,3470045.25,2999575.25,470470.00
Greenland,Household,Online,C,6/1/2013,317060554,7/15/2013,4118,668.27,502.54,2751935.86,2069459.72,682476.14
United States of America,Office Supplies,Offline,H,8/13/2016,988113200,9/12/2016,3509,651.21,524.96,2285095.89,1842084.64,443011.25
Canada,Cosmetics,Offline,M,8/2/2012,290424287,8/29/2012,1855,437.20,263.33,811006.00,488477.15,322528.85
Canada,Beverages,Online,M,12/31/2015,839278066,2/10/2016,9885,47.45,31.79,469043.25,314244.15,154799.10
Canada,Fruits,Online,C,1/8/2013,226443946,2/25/2013,8651,9.33,6.92,80713.83,59864.92,20848.91
United States of America,Baby Food,Online,H,4/20/2010,176163470,5/16/2010,9540,255.28,159.42,2435371.20,1520866.80,914504.40
Greenland,Fruits,Offline,M,10/12/2016,508029973,10/17/2016,6213,9.33,6.92,57967.29,42993.96,14973.33
Greenland,Beverages,Online,C,12/30/2016,585258281,2/10/2017,9786,47.45,31.79,464345.70,311096.94,153248.76
Mexico,Meat,Offline,C,9/21/2014,981432139,11/5/2014,6434,421.89,364.69,2714440.26,2346415.46,368024.80
United States of America,Fruits,Online,C,3/18/2014,585668551,3/25/2014,1194,9.33,6.92,11140.02,8262.48,2877.54
Canada,Vegetables,Online,H,7/1/2011,362213075,7/19/2011,5753,154.06,90.93,886307.18,523120.29,363186.89
Greenland,Cereal,Offline,M,4/15/2017,353292691,5/12/2017,6013,205.70,117.11,1236874.10,704182.43,532691.67
United States of America,Personal Care,Online,H,8/23/2014,124880492,9/27/2014,3768,81.73,56.67,307958.64,213532.56,94426.08
United States of America,Snacks,Offline,L,6/3/2013,782233273,6/16/2013,9063,152.58,97.44,1382832.54,883098.72,499733.82
Mexico,Office Supplies,Offline,L,9/25/2014,834981381,10/13/2014,8401,651.21,524.96,5470815.21,4410188.96,1060626.25
Canada,Clothes,Online,M,5/23/2013,609962069,7/10/2013,186,109.28,35.84,20326.08,6666.24,13659.84
Mexico,Snacks,Offline,H,10/2/2015,307069861,10/10/2015,7651,152.58,97.44,1167389.58,745513.44,421876.14
Canada,Fruits,Offline,L,6/14/2011,841631543,6/24/2011,6331,9.33,6.92,59068.23,43810.52,15257.71
Greenland,Cereal,Online,L,9/25/2011,427673995,10/2/2011,7094,205.70,117.11,1459235.80,830778.34,628457.46
Greenland,Snacks,Online,H,7/3/2010,597223079,7/26/2010,435,152.58,97.44,66372.30,42386.40,23985.90
Canada,Cosmetics,Online,M,9/13/2010,530478990,9/22/2010,9376,437.20,263.33,4099187.20,2468982.08,1630205.12
Greenland,Beverages,Online,C,7/7/2014,448320138,7/16/2014,6746,47.45,31.79,320097.70,214455.34,105642.36
Canada,Snacks,Online,L,10/12/2012,969987046,11/20/2012,9577,152.58,97.44,1461258.66,933182.88,528075.78
Mexico,Office Supplies,Offline,C,6/14/2013,555650126,6/26/2013,8075,651.21,524.96,5258520.75,4239052.00,1019468.75
Mexico,Meat,Online,C,7/26/2016,455479276,8/30/2016,5294,421.89,364.69,2233485.66,1930668.86,302816.80
United States of America,Clothes,Offline,C,10/3/2011,924766719,11/12/2011,7877,109.28,35.84,860798.56,282311.68,578486.88
United States of America,Cosmetics,Online,L,4/5/2015,755851495,4/18/2015,2109,437.20,263.33,922054.80,555362.97,366691.83
Greenland,Office Supplies,Offline,H,1/29/2011,720237767,2/21/2011,3215,651.21,524.96,2093640.15,1687746.40,405893.75
United States of America,Clothes,Offline,C,6/16/2011,537866437,6/27/2011,5486,109.28,35.84,599510.08,196618.24,402891.84
Canada,Fruits,Online,H,10/24/2012,177514445,11/19/2012,9324,9.33,6.92,86992.92,64522.08,22470.84
Canada,Cosmetics,Offline,L,9/8/2010,764304530,9/14/2010,3550,437.20,263.33,1552060.00,934821.50,617238.50
Canada,Baby Food,Online,M,2/27/2016,970818316,3/11/2016,5568,255.28,159.42,1421399.04,887650.56,533748.48
United States of America,Cosmetics,Online,C,5/26/2013,615629899,6/15/2013,7423,437.20,263.33,3245335.60,1954698.59,1290637.01
Mexico,Baby Food,Online,C,6/21/2010,161252963,7/12/2010,7190,255.28,159.42,1835463.20,1146229.80,689233.40
Mexico,Snacks,Offline,L,3/9/2011,868070399,4/21/2011,176,152.58,97.44,26854.08,17149.44,9704.64
Greenland,Meat,Online,C,6/5/2012,202571427,6/20/2012,4242,421.89,364.69,1789657.38,1547014.98,242642.40
Greenland,Cereal,Online,C,9/2/2012,799523437,9/29/2012,5607,205.70,117.11,1153359.90,656635.77,496724.13
United States of America,Clothes,Online,C,6/12/2014,432692515,7/26/2014,2186,109.28,35.84,238886.08,78346.24,160539.84
Mexico,Fruits,Online,M,10/15/2012,360410201,10/31/2012,2242,9.33,6.92,20917.86,15514.64,5403.22
Canada,Household,Offline,L,11/11/2011,983177936,11/25/2011,3054,668.27,502.54,2040896.58,1534757.16,506139.42
Mexico,Meat,Offline,C,6/26/2012,191946876,8/6/2012,201,421.89,364.69,84799.89,73302.69,11497.20
Mexico,Office Supplies,Offline,L,3/4/2015,465189301,3/19/2015,8707,651.21,524.96,5670085.47,4570826.72,1099258.75
Mexico,Household,Offline,H,4/16/2014,585907590,5/13/2014,1931,668.27,502.54,1290429.37,970404.74,320024.63
Canada,Clothes,Offline,L,7/10/2014,364566552,8/16/2014,2199,109.28,35.84,240306.72,78812.16,161494.56
Canada,Household,Offline,C,9/6/2010,498558986,10/22/2010,3538,668.27,502.54,2364339.26,1777986.52,586352.74
Canada,Household,Online,L,3/13/2012,446543443,4/30/2012,983,668.27,502.54,656909.41,493996.82,162912.59
United States of America,Baby Food,Online,L,5/8/2011,874216306,5/13/2011,8887,255.28,159.42,2268673.36,1416765.54,851907.82
United States of America,Household,Offline,M,8/2/2015,718788087,8/8/2015,4223,668.27,502.54,2822104.21,2122226.42,699877.79
United States of America,Vegetables,Online,C,10/17/2010,211564338,11/21/2010,5444,154.06,90.93,838702.64,495022.92,343679.72
Greenland,Cosmetics,Online,H,9/30/2013,414680516,10/16/2013,2035,437.20,263.33,889702.00,535876.55,353825.45
Greenland,Cosmetics,Offline,H,5/8/2010,116183698,5/26/2010,193,437.20,263.33,84379.60,50822.69,33556.91
Canada,Vegetables,Online,H,4/12/2014,886051499,5/10/2014,1184,154.06,90.93,182407.04,107661.12,74745.92
Greenland,Cosmetics,Online,C,7/8/2014,186195790,8/24/2014,8327,437.20,263.33,3640564.40,2192748.91,1447815.49
Canada,Clothes,Online,C,5/29/2016,124511849,6/3/2016,4678,109.28,35.84,511211.84,167659.52,343552.32
Canada,Personal Care,Online,H,7/15/2011,251303517,7/17/2011,5150,81.73,56.67,420909.50,291850.50,129059.00
Mexico,Fruits,Online,C,4/12/2010,603748357,4/21/2010,1410,9.33,6.92,13155.30,9757.20,3398.10
Greenland,Personal Care,Offline,C,6/11/2016,275726640,6/13/2016,2495,81.73,56.67,203916.35,141391.65,62524.70
United States of America,Meat,Online,H,3/17/2011,749918448,4/17/2011,6389,421.89,364.69,2695455.21,2330004.41,365450.80
Canada,Meat,Offline,C,7/25/2017,770970141,9/9/2017,6052,421.89,364.69,2553278.28,2207103.88,346174.40
United States of America,Fruits,Offline,C,3/8/2012,967170941,4/2/2012,6229,9.33,6.92,58116.57,43104.68,15011.89
Mexico,Beverages,Offline,C,11/30/2012,321725881,1/16/2013,4692,47.45,31.79,222635.40,149158.68,73476.72
United States of America,Cereal,Offline,H,1/30/2012,359833419,2/8/2012,1560,205.70,117.11,320892.00,182691.60,138200.40
Mexico,Fruits,Offline,H,5/9/2014,138409125,6/26/2014,7191,9.33,6.92,67092.03,49761.72,17330.31
Canada,Meat,Online,C,2/13/2015,610497224,3/5/2015,8550,421.89,364.69,3607159.50,3118099.50,489060.00
Canada,Cereal,Online,C,6/24/2010,802749812,6/30/2010,363,205.70,117.11,74669.10,42510.93,32158.17
United States of America,Meat,Offline,M,2/4/2012,169695270,2/25/2012,5456,421.89,364.69,2301831.84,1989748.64,312083.20
United States of America,Vegetables,Online,L,4/18/2014,392148244,5/30/2014,4235,154.06,90.93,652444.10,385088.55,267355.55
United States of America,Baby Food,Online,H,10/12/2016,707457149,10/25/2016,1146,255.28,159.42,292550.88,182695.32,109855.56
United States of America,Fruits,Offline,L,5/16/2015,182054889,6/7/2015,2942,9.33,6.92,27448.86,20358.64,7090.22
United States of America,Beverages,Online,M,11/2/2012,674607169,11/11/2012,107,47.45,31.79,5077.15,3401.53,1675.62
United States of America,Household,Offline,L,10/20/2015,311833894,11/18/2015,7434,668.27,502.54,4967919.18,3735882.36,1232036.82
United States of America,Personal Care,Offline,C,3/11/2013,982517898,4/15/2013,7734,81.73,56.67,632099.82,438285.78,193814.04
Greenland,Cosmetics,Online,H,9/11/2013,362607896,10/18/2013,2589,437.20,263.33,1131910.80,681761.37,450149.43
Greenland,Personal Care,Online,H,11/7/2015,711359012,11/25/2015,5794,81.73,56.67,473543.62,328345.98,145197.64
Canada,Household,Offline,L,10/25/2013,561370313,11/7/2013,805,668.27,502.54,537957.35,404544.70,133412.65
United States of America,Office Supplies,Online,H,12/24/2011,830866658,1/26/2012,763,651.21,524.96,496873.23,400544.48,96328.75
Greenland,Beverages,Online,L,10/11/2015,802115952,10/28/2015,2790,47.45,31.79,132385.50,88694.10,43691.40
Mexico,Cosmetics,Online,H,11/5/2015,160858142,11/6/2015,354,437.20,263.33,154768.80,93218.82,61549.98
United States of America,Meat,Offline,M,7/2/2013,913534486,7/17/2013,4010,421.89,364.69,1691778.90,1462406.90,229372.00
Greenland,Meat,Online,L,2/26/2015,389581906,4/9/2015,4798,421.89,364.69,2024228.22,1749782.62,274445.60
Mexico,Baby Food,Online,L,1/17/2016,975104272,3/1/2016,3878,255.28,159.42,989975.84,618230.76,371745.08
Canada,Household,Offline,H,10/31/2016,888545310,10/31/2016,9158,668.27,502.54,6120016.66,4602261.32,1517755.34
United States of America,Cereal,Offline,H,8/17/2016,401167333,10/6/2016,3183,205.70,117.11,654743.10,372761.13,281981.97
Canada,Cereal,Offline,L,5/21/2010,464779031,7/10/2010,7298,205.70,117.11,1501198.60,854668.78,646529.82
Canada,Meat,Online,H,2/27/2010,249246156,4/3/2010,6331,421.89,364.69,2670985.59,2308852.39,362133.20
